DeviceTag: Xsens DOT,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2025-02-05 09:33:27.023,Â© Movella Technologies B.V. 2005-2025
149460,0.8871,-0.1027,0.0304,-0.4491,-0.7813,-0.3360,0.9761,0
149627,0.8949,-0.0677,0.0177,-0.4408,-0.5694,-0.2994,-0.3218,0
149794,0.9010,-0.0262,0.0038,-0.4330,0.0531,-1.0356,-3.3303,0
149960,0.9050,0.0291,-0.0130,-0.4243,0.5555,-0.0105,-2.4632,0
150127,0.9075,0.0949,-0.0330,-0.4080,0.7126,0.6668,-0.4975,0
150294,0.9063,0.1549,-0.0526,-0.3897,0.7387,0.8850,-0.5383,0
150460,0.9726,0.2300,0.0336,-0.0080,-0.7967,0.9341,2.3328,0
150627,0.9546,0.2954,0.0390,-0.0035,-0.8958,-2.2957,3.7288,0
150794,0.9421,0.3333,0.0375,-0.0012,0.6300,-0.1718,1.1911,0
150960,0.9338,0.3564,0.0324,-0.0039,-0.2484,-0.9631,-0.1553,0
151127,0.9249,0.3791,0.0264,-0.0093,-0.2443,-0.0067,1.3335,0
151294,0.9184,0.3948,0.0177,-0.0162,0.0441,0.5726,0.2431,0
151460,0.9130,0.4073,0.0142,-0.0189,0.7750,-0.0055,0.6047,0
151627,0.9075,0.4194,0.0139,-0.0183,0.2513,-0.3981,-0.0016,0
151794,0.9029,0.4291,0.0158,-0.0182,-0.1562,-0.0641,-0.1849,0
151960,0.8994,0.4365,0.0175,-0.0184,-0.0503,-0.4670,0.6270,0
152127,0.8953,0.4449,0.0183,-0.0146,-0.0368,-0.1453,0.4858,0
152294,0.8904,0.4547,0.0196,-0.0098,0.2280,0.1700,-0.5741,0
152460,0.8848,0.4654,0.0231,-0.0058,-0.2191,0.1555,-0.0090,0
152627,0.8774,0.4789,0.0273,-0.0007,0.1045,-0.4524,0.3790,0
152794,0.8684,0.4950,0.0306,0.0047,0.2076,-0.4516,0.0703,0
152960,0.8580,0.5124,0.0340,0.0064,0.3978,-0.6002,-0.0270,0
153127,0.8459,0.5319,0.0372,0.0093,-0.4646,0.4070,0.2187,0
153294,0.8323,0.5527,0.0407,0.0143,0.1526,-0.1320,-0.8196,0
153460,0.8180,0.5732,0.0440,0.0170,0.6194,-0.4579,-0.5127,0
153627,0.8032,0.5937,0.0463,0.0182,0.2576,-0.4962,-0.0403,0
153794,0.7854,0.6168,0.0480,0.0203,-0.2575,0.6740,0.4790,0
153960,0.7668,0.6395,0.0499,0.0231,-0.0044,0.3898,0.7122,0
154127,0.7494,0.6597,0.0509,0.0264,-0.1568,0.6691,0.0487,0
154294,0.7352,0.6753,0.0512,0.0295,-0.3629,1.3231,0.1040,0
154460,0.7251,0.6860,0.0515,0.0320,0.1231,1.5108,-0.4410,0
154627,0.7178,0.6934,0.0529,0.0328,0.3001,0.5794,-0.3079,0
154794,0.7121,0.6992,0.0541,0.0324,-0.0543,-0.5894,1.1322,0
154960,0.7067,0.7048,0.0528,0.0322,-0.0179,-0.1478,1.4515,0
155127,0.7020,0.7096,0.0504,0.0332,-0.0007,0.7910,0.5446,0
155294,0.7006,0.7111,0.0490,0.0338,0.3273,0.9734,-0.4483,0
155460,0.7025,0.7092,0.0492,0.0318,0.4963,0.2122,-0.2205,0
155627,0.7044,0.7075,0.0495,0.0301,0.4733,-0.5431,0.0414,0
155794,0.7045,0.7073,0.0487,0.0313,0.1643,-0.5240,0.3966,0
155960,0.7064,0.7056,0.0466,0.0320,0.3822,-0.3099,0.0423,0
156127,0.7099,0.7022,0.0442,0.0319,0.4289,-0.0375,-0.4090,0
156294,0.7146,0.6976,0.0431,0.0305,0.5221,0.1496,-0.8630,0
156460,0.7208,0.6912,0.0428,0.0282,0.4474,-0.3404,-0.7890,0
156627,0.7279,0.6840,0.0407,0.0258,0.1002,-1.0557,0.2282,0
156794,0.7361,0.6755,0.0370,0.0221,-0.1339,-0.2352,0.1719,0
156960,0.7448,0.6662,0.0332,0.0169,0.2199,0.4005,-0.2903,0
157127,0.7548,0.6552,0.0304,0.0092,0.3072,0.4104,0.0539,0
157294,0.7673,0.6407,0.0276,0.0012,0.3130,0.7121,0.5029,0
157460,0.7819,0.6228,0.0257,-0.0047,0.3101,0.5476,-0.9246,0
157627,0.7936,0.6079,0.0248,-0.0052,-0.0127,-0.4831,-0.1964,0
157794,0.8029,0.5956,0.0239,-0.0021,-0.0276,-0.3600,1.0169,0
157960,0.8126,0.5825,0.0215,0.0003,-0.2006,0.3385,0.7277,0
158127,0.8245,0.5656,0.0170,-0.0003,-0.1061,0.7359,0.1553,0
158294,0.8384,0.5449,0.0085,-0.0063,-0.0771,1.2891,0.1297,0
158460,0.8561,0.5168,0.0022,-0.0058,0.5831,-0.6807,-1.1702,0
158627,0.8723,0.4890,-0.0033,-0.0049,0.2651,-1.1396,-0.2057,0
158794,0.8870,0.4617,-0.0081,-0.0034,-0.0900,0.0892,0.2914,0
158960,0.9012,0.4333,-0.0123,-0.0038,-0.0266,1.1115,-0.4770,0
159127,0.9166,0.3995,-0.0165,-0.0042,0.4789,1.5935,-0.1790,0
159294,0.9347,0.3549,-0.0168,-0.0033,-0.2482,-0.9343,0.2831,0
159460,0.9486,0.3159,-0.0211,-0.0055,-0.5410,-2.3503,0.8002,0
159627,0.9584,0.2836,-0.0303,-0.0126,-0.5921,-0.2436,1.0074,0
159794,0.9673,0.2494,-0.0416,-0.0200,-0.1935,1.6365,-0.3606,0
159960,0.9769,0.2058,-0.0496,-0.0286,0.5082,-0.1821,-0.5403,0
160127,0.9853,0.1569,-0.0556,-0.0374,0.2448,-1.4439,0.1757,0
160294,0.9902,0.1165,-0.0616,-0.0459,-0.5021,-0.9843,1.4199,0
160460,0.9922,0.0884,-0.0716,-0.0519,-0.0430,1.0882,-0.0104,0
160627,0.9932,0.0632,-0.0795,-0.0572,0.9407,2.0680,-1.8753,0
160794,0.9941,0.0359,-0.0817,-0.0611,0.5369,1.2898,-0.2571,0
160960,0.9946,0.0083,-0.0819,-0.0631,0.4334,-0.7622,-0.3118,0
161127,0.9944,-0.0136,-0.0833,-0.0638,-0.0976,-0.3031,-0.6830,0
161294,0.9933,-0.0309,-0.0895,-0.0667,0.2285,0.2722,-0.9796,0
161461,0.9913,-0.0531,-0.0954,-0.0733,0.3821,0.4453,-1.1799,0
161627,0.9877,-0.0873,-0.0994,-0.0830,-0.0645,0.8790,0.6063,0
161794,0.9838,-0.1181,-0.1043,-0.0852,-0.6236,-1.2489,2.6552,0
161961,0.9808,-0.1366,-0.1122,-0.0823,-0.3421,-2.4361,1.3116,0
162127,0.9781,-0.1513,-0.1182,-0.0806,0.0323,0.5055,0.1362,0
162294,0.9738,-0.1734,-0.1229,-0.0804,0.2158,1.3410,-0.6572,0
162461,0.9668,-0.2042,-0.1293,-0.0827,-0.0970,1.0738,-0.5877,0
162627,0.9585,-0.2351,-0.1392,-0.0820,0.3081,0.4998,-0.8228,0
162794,0.9500,-0.2634,-0.1459,-0.0822,1.1280,-1.0638,-1.7770,0
162961,0.9435,-0.2854,-0.1449,-0.0854,0.7327,-0.2334,-0.8743,0
163127,0.9363,-0.3096,-0.1418,-0.0859,0.1495,0.8164,-0.4070,0
163294,0.9244,-0.3430,-0.1418,-0.0883,-0.1131,-1.8551,0.9903,0
163461,0.9104,-0.3755,-0.1466,-0.0933,-0.1690,0.0893,0.6953,0
163627,0.8979,-0.4026,-0.1514,-0.0937,0.4634,-0.2609,-0.8046,0
163794,0.8897,-0.4220,-0.1491,-0.0897,0.1607,0.5393,-1.3402,0
163961,0.8840,-0.4375,-0.1439,-0.0799,-0.0733,0.8562,-1.1848,0
164127,0.8732,-0.4598,-0.1426,-0.0757,0.1823,-2.3898,0.3918,0
164294,0.8595,-0.4843,-0.1435,-0.0785,0.0013,-0.6549,0.6929,0
164461,0.8489,-0.5017,-0.1451,-0.0816,0.0676,-0.0315,1.2167,0
164627,0.8433,-0.5113,-0.1441,-0.0811,0.0453,0.8887,-0.4201,0
164794,0.8386,-0.5203,-0.1418,-0.0772,0.3488,-0.5384,-0.2958,0
164961,0.8328,-0.5304,-0.1395,-0.0754,0.1729,-0.7836,0.1329,0
165127,0.8257,-0.5419,-0.1384,-0.0736,0.2305,-0.6722,-0.0011,0
165294,0.8194,-0.5511,-0.1391,-0.0740,0.0958,-0.4953,1.0170,0
165461,0.8162,-0.5555,-0.1404,-0.0751,0.0245,0.0409,0.9280,0
165627,0.8154,-0.5557,-0.1434,-0.0750,0.0065,-0.6499,-0.1970,0
165794,0.8160,-0.5546,-0.1448,-0.0746,0.6889,-0.5410,-0.8398,0
165961,0.8168,-0.5533,-0.1454,-0.0749,0.2370,-0.8391,-1.2795,0
166127,0.8181,-0.5512,-0.1456,-0.0753,0.4947,-0.4374,-0.4012,0
166294,0.8204,-0.5475,-0.1468,-0.0758,0.2984,-0.3910,0.0565,0
166461,0.8254,-0.5393,-0.1491,-0.0750,0.0949,0.2644,0.7967,0
166627,0.8355,-0.5233,-0.1516,-0.0710,0.1232,0.0679,0.1884,0
166794,0.8486,-0.5025,-0.1518,-0.0656,0.3865,-1.0535,-0.8161,0
166961,0.8597,-0.4842,-0.1504,-0.0620,0.3716,-1.3925,-1.0435,0
167127,0.8675,-0.4709,-0.1485,-0.0613,0.0576,-0.8750,0.1524,0
167294,0.8754,-0.4560,-0.1482,-0.0608,-0.4565,0.4081,1.1775,0
167461,0.8863,-0.4344,-0.1495,-0.0584,-0.6086,0.2553,0.5144,0
167627,0.9000,-0.4058,-0.1503,-0.0533,-0.1685,0.2633,-0.7894,0
167794,0.9135,-0.3760,-0.1481,-0.0471,0.3773,-0.4525,-1.3743,0
167961,0.9249,-0.3492,-0.1447,-0.0422,0.3704,-0.3653,-0.7714,0
168127,0.9343,-0.3245,-0.1422,-0.0394,0.2522,-0.1381,-0.0490,0
168294,0.9430,-0.2984,-0.1426,-0.0378,0.1059,0.4256,0.6892,0
168461,0.9518,-0.2677,-0.1457,-0.0355,-0.1583,1.2927,0.5016,0
168627,0.9608,-0.2323,-0.1483,-0.0291,-0.0288,-0.1414,-2.1966,0
168794,0.9691,-0.2008,-0.1413,-0.0247,1.0671,-1.9255,-3.9173,0
168961,0.9758,-0.1739,-0.1303,-0.0233,0.0150,1.4052,-0.4156,0
169127,0.9817,-0.1457,-0.1211,-0.0197,0.0177,-0.7368,1.3000,0
169294,0.9869,-0.1113,-0.1151,-0.0189,-0.3312,-0.6305,1.2834,0
169461,0.9908,-0.0724,-0.1126,-0.0188,-0.2539,0.1807,0.8940,0
169627,0.9932,-0.0334,-0.1104,-0.0175,-0.3310,0.8693,-0.0038,0
169794,0.9942,0.0033,-0.1066,-0.0145,-0.1323,0.0498,0.0892,0
169961,0.9940,0.0396,-0.1015,-0.0115,0.3040,-0.7519,-0.3071,0
170127,0.9924,0.0768,-0.0955,-0.0094,0.0915,-0.9449,0.2102,0
170294,0.9892,0.1143,-0.0911,-0.0092,0.0998,-2.2420,1.4541,0
170461,0.9844,0.1509,-0.0897,-0.0110,-0.2215,-0.9523,0.9557,0
170627,0.9788,0.1840,-0.0896,-0.0120,0.0156,0.4826,-0.3988,0
170794,0.9732,0.2124,-0.0876,-0.0124,0.1691,1.0986,-1.1125,0
170961,0.9672,0.2401,-0.0824,-0.0116,0.4460,0.4708,-0.8727,0
171127,0.9602,0.2687,-0.0755,-0.0105,0.3812,0.1409,-0.2267,0
171294,0.9524,0.2970,-0.0684,-0.0096,0.2805,-0.7742,-0.0958,0
171461,0.9435,0.3252,-0.0624,-0.0099,-0.0059,-0.0057,-0.1756,0
171627,0.9343,0.3518,-0.0567,-0.0096,-0.1111,0.5346,0.0106,0
171794,0.9239,0.3793,-0.0510,-0.0077,-0.1854,0.1985,0.4557,0
171961,0.9111,0.4097,-0.0454,-0.0034,0.2793,0.1552,-0.1015,0
172127,0.8975,0.4393,-0.0397,0.0011,0.1475,0.5712,0.3108,0
172294,0.8846,0.4651,-0.0347,0.0053,-0.1341,0.4197,0.1418,0
172461,0.8721,0.4883,-0.0296,0.0086,0.0264,-0.1236,-0.8683,0
172627,0.8600,0.5096,-0.0243,0.0097,-0.0353,-0.8984,-0.4102,0
172794,0.8469,0.5313,-0.0204,0.0097,0.1323,-1.0024,0.1463,0
172961,0.8334,0.5524,-0.0179,0.0088,0.1626,-0.4468,-0.2934,0
173127,0.8193,0.5732,-0.0151,0.0073,0.5597,0.0526,-0.6345,0
173294,0.8042,0.5943,-0.0103,0.0068,0.4958,0.6742,-1.2082,0
173461,0.7894,0.6138,-0.0043,0.0067,-0.0797,0.2500,-0.0588,0
173627,0.7761,0.6305,0.0004,0.0069,-0.1652,-0.3581,0.4541,0
173794,0.7645,0.6445,0.0024,0.0071,-0.4438,-0.7572,1.0160,0
173961,0.7543,0.6564,0.0021,0.0062,-0.0008,-0.0145,0.1195,0
174127,0.7458,0.6662,0.0023,0.0045,-0.0717,0.5207,-0.2303,0
174294,0.7388,0.6739,0.0029,0.0029,0.0617,0.7585,-0.0082,0
174461,0.7333,0.6799,0.0036,0.0015,0.0269,0.4435,0.2346,0
174627,0.7279,0.6856,0.0043,0.0005,-0.2072,0.0643,0.4601,0
174794,0.7221,0.6917,0.0039,-0.0006,0.0287,-0.1811,0.6807,0
174961,0.7170,0.6971,0.0025,-0.0017,0.1424,0.0898,0.6920,0
175127,0.7131,0.7010,0.0011,-0.0034,0.1845,0.4402,0.3068,0
175294,0.7102,0.7040,0.0001,-0.0048,0.2368,0.7477,-0.0128,0
175461,0.7083,0.7059,0.0003,-0.0065,0.3130,0.7756,-0.0348,0
175627,0.7077,0.7065,0.0007,-0.0082,0.0431,0.6548,0.7631,0
175794,0.7073,0.7068,0.0009,-0.0092,-0.1004,-0.5285,0.4245,0
175961,0.7059,0.7083,0.0001,-0.0103,0.0343,-0.3707,0.2698,0
176127,0.7052,0.7090,-0.0016,-0.0107,0.0556,0.3504,0.4992,0
176294,0.7061,0.7080,-0.0031,-0.0111,0.1720,0.6636,0.4103,0
176461,0.7079,0.7062,-0.0036,-0.0116,0.3954,0.7730,-0.0664,0
176627,0.7105,0.7035,-0.0029,-0.0127,0.1800,0.3987,0.0066,0
176794,0.7137,0.7003,-0.0028,-0.0138,-0.1418,-0.7187,0.0812,0
176961,0.7176,0.6963,-0.0050,-0.0156,0.0834,-1.0174,-0.2345,0
177127,0.7249,0.6885,-0.0081,-0.0209,0.2111,-0.3140,-0.0117,0
177294,0.7367,0.6756,-0.0122,-0.0273,0.2618,0.6241,1.0839,0
177461,0.7506,0.6599,-0.0169,-0.0293,0.4733,1.6775,0.4325,0
177627,0.7654,0.6426,-0.0205,-0.0275,1.1329,1.6148,-1.3309,0
177794,0.7811,0.6236,-0.0217,-0.0215,0.6079,1.6446,-1.8683,0
177961,0.7986,0.6013,-0.0203,-0.0151,-0.0669,0.5217,-0.6263,0
178128,0.8170,0.5762,-0.0196,-0.0109,-0.5611,0.2087,1.2536,0
178294,0.8369,0.5469,-0.0224,-0.0089,-0.9607,1.9103,1.7873,0
178461,0.8613,0.5075,-0.0256,-0.0062,-0.5516,1.6511,0.0413,0
178628,0.8863,0.4623,-0.0279,-0.0033,-0.0347,-1.7786,-1.2509,0
178794,0.9062,0.4217,-0.0309,-0.0025,0.0721,-2.8679,-0.1462,0
178961,0.9213,0.3871,-0.0357,-0.0038,0.0271,-0.9539,1.1714,0
179128,0.9338,0.3553,-0.0424,-0.0047,0.0462,0.5475,0.6534,0
179294,0.9453,0.3224,-0.0486,-0.0054,0.2947,0.3642,-0.4201,0
179461,0.9562,0.2874,-0.0544,-0.0075,0.3237,-0.5344,-0.8198,0
179628,0.9657,0.2525,-0.0598,-0.0111,0.4886,-1.1815,-0.5729,0
179794,0.9730,0.2208,-0.0651,-0.0146,0.4468,-1.2435,0.1531,0
179961,0.9791,0.1903,-0.0697,-0.0157,0.2605,-0.0870,-0.7507,0
180128,0.9845,0.1575,-0.0739,-0.0209,0.3391,-0.3493,-0.1836,0
180294,0.9882,0.1282,-0.0804,-0.0250,-0.1007,0.7392,1.0300,0
180461,0.9908,0.1012,-0.0862,-0.0270,0.0757,-0.8703,-0.1093,0
180628,0.9926,0.0737,-0.0917,-0.0309,0.2576,-1.2252,-0.5469,0
180794,0.9935,0.0472,-0.0973,-0.0361,-0.2703,0.1212,0.4541,0
180961,0.9935,0.0225,-0.1038,-0.0397,0.1405,0.3157,-0.5887,0
181128,0.9929,-0.0024,-0.1112,-0.0430,0.3842,1.3615,-0.7770,0
181294,0.9914,-0.0296,-0.1184,-0.0469,0.5321,1.1567,-0.9397,0
181461,0.9896,-0.0573,-0.1227,-0.0491,-0.0013,-1.3115,1.0610,0
181628,0.9875,-0.0796,-0.1266,-0.0490,-0.1991,-1.6606,0.7004,0
181794,0.9844,-0.1056,-0.1310,-0.0507,-0.0713,0.0083,0.3851,0
181961,0.9794,-0.1376,-0.1372,-0.0541,-0.1504,0.6761,-0.4049,0
182128,0.9728,-0.1713,-0.1448,-0.0585,-0.1519,1.3546,-1.1192,0
182294,0.9659,-0.2020,-0.1508,-0.0595,0.3915,0.7816,-2.2029,0
182461,0.9594,-0.2286,-0.1535,-0.0605,0.3011,-0.1042,-0.9297,0
182628,0.9533,-0.2530,-0.1532,-0.0610,-0.1012,-0.6580,0.6604,0
182794,0.9461,-0.2785,-0.1542,-0.0600,-0.1652,-0.1521,0.6125,0
182961,0.9369,-0.3071,-0.1560,-0.0602,0.0126,-0.0260,-0.0443,0
183128,0.9260,-0.3384,-0.1564,-0.0603,0.3964,-0.0028,-1.0305,0
183294,0.9155,-0.3659,-0.1560,-0.0599,0.4758,-0.7166,-0.8542,0
183461,0.9063,-0.3886,-0.1549,-0.0595,0.1750,0.0390,-0.6636,0
183628,0.8970,-0.4104,-0.1539,-0.0577,0.0027,-0.5057,-0.1954,0
183794,0.8859,-0.4338,-0.1539,-0.0580,0.0639,-0.7306,1.0664,0
183961,0.8749,-0.4549,-0.1551,-0.0602,-0.0463,-0.8626,1.2923,0
184128,0.8646,-0.4730,-0.1572,-0.0626,-0.0183,-0.3232,0.9383,0
184294,0.8564,-0.4868,-0.1589,-0.0652,-0.1449,-0.0790,0.3842,0
184461,0.8490,-0.4993,-0.1596,-0.0663,-0.1227,-0.0635,-0.4566,0
184628,0.8415,-0.5122,-0.1586,-0.0658,0.2095,-0.3740,-0.6178,0
184794,0.8347,-0.5235,-0.1579,-0.0652,0.2909,-0.2691,-0.3522,0
184961,0.8303,-0.5310,-0.1562,-0.0648,0.0822,-0.2761,0.8028,0
185128,0.8270,-0.5365,-0.1557,-0.0642,0.0148,-0.6398,1.1757,0
185294,0.8224,-0.5428,-0.1570,-0.0663,-0.1092,-0.8762,1.2086,0
185461,0.8183,-0.5481,-0.1590,-0.0688,0.0643,-0.3126,0.3085,0
185628,0.8153,-0.5518,-0.1608,-0.0709,0.1015,-0.3208,-0.5773,0
185794,0.8136,-0.5537,-0.1621,-0.0722,0.3045,-0.3987,-0.6666,0
185961,0.8135,-0.5534,-0.1633,-0.0733,0.5002,-0.4276,0.0155,0
186128,0.8158,-0.5497,-0.1642,-0.0726,0.6032,-0.1730,-0.4299,0
186294,0.8191,-0.5449,-0.1644,-0.0714,0.6387,-0.7747,-0.6918,0
186461,0.8216,-0.5410,-0.1650,-0.0715,0.4963,-0.9630,-0.4683,0
186628,0.8240,-0.5368,-0.1666,-0.0722,0.4892,-0.6680,-0.7139,0
186794,0.8285,-0.5293,-0.1680,-0.0720,0.4360,0.0130,-0.5861,0
186961,0.8386,-0.5136,-0.1683,-0.0688,0.4835,0.2371,-0.8859,0
187128,0.8543,-0.4885,-0.1664,-0.0616,0.6297,-0.2289,-2.0486,0
187294,0.8698,-0.4632,-0.1614,-0.0538,0.5861,-0.7230,-1.6862,0
187461,0.8802,-0.4454,-0.1567,-0.0493,-0.0522,-1.4650,0.5147,0
187628,0.8876,-0.4306,-0.1558,-0.0495,-0.6248,-0.8910,2.9847,0
187794,0.8973,-0.4089,-0.1589,-0.0495,-0.7798,-0.0499,2.4704,0
187961,0.9098,-0.3793,-0.1616,-0.0475,-0.4104,-0.3195,-0.3301,0
188128,0.9229,-0.3475,-0.1600,-0.0434,0.3252,0.1852,-2.5622,0
188294,0.9342,-0.3191,-0.1549,-0.0396,0.5182,0.2808,-1.6574,0
188461,0.9436,-0.2930,-0.1494,-0.0377,0.0672,-0.4938,0.3708,0
188628,0.9523,-0.2652,-0.1464,-0.0378,-0.0292,-0.3623,0.6064,0
188794,0.9600,-0.2364,-0.1448,-0.0403,0.0049,-0.0896,-0.1031,0
188961,0.9670,-0.2071,-0.1426,-0.0414,-0.2558,0.5365,-0.1942,0
189128,0.9731,-0.1794,-0.1389,-0.0398,0.1815,-0.0577,-0.7766,0
189294,0.9783,-0.1538,-0.1335,-0.0376,0.1435,0.6190,-0.3322,0
189461,0.9829,-0.1278,-0.1283,-0.0347,0.2583,-0.1937,-0.4086,0
189628,0.9868,-0.1010,-0.1225,-0.0334,0.2803,-0.8467,-0.2111,0
189794,0.9898,-0.0727,-0.1177,-0.0334,-0.0182,0.1599,0.0784,0
189961,0.9922,-0.0460,-0.1115,-0.0302,0.1767,0.1927,-1.4938,0
190128,0.9939,-0.0243,-0.1041,-0.0264,0.1119,0.3719,-0.3671,0
190294,0.9950,-0.0068,-0.0973,-0.0235,-0.3433,0.0412,0.7603,0
190461,0.9954,0.0094,-0.0931,-0.0220,-0.3412,-0.3889,1.1529,0
190628,0.9952,0.0270,-0.0921,-0.0212,-0.4281,0.2778,1.4470,0
190794,0.9943,0.0474,-0.0931,-0.0199,-0.4520,0.0877,1.1090,0
190961,0.9930,0.0687,-0.0939,-0.0178,-0.2280,0.1041,-0.6466,0
191128,0.9917,0.0882,-0.0926,-0.0158,-0.0097,0.1495,-0.4760,0
191294,0.9898,0.1084,-0.0915,-0.0135,-0.0462,-0.0959,0.4290,0
191461,0.9869,0.1322,-0.0916,-0.0106,-0.1629,-0.0340,0.4838,0
191628,0.9829,0.1592,-0.0922,-0.0070,-0.1010,0.2059,0.0935,0
191794,0.9781,0.1864,-0.0922,-0.0032,0.0937,-0.4857,-0.2517,0
191961,0.9724,0.2143,-0.0924,-0.0006,-0.0019,-0.0045,0.0037,0
192128,0.9656,0.2433,-0.0921,0.0028,0.0456,0.5340,-0.4504,0
192294,0.9583,0.2710,-0.0906,0.0068,-0.0038,0.6540,-0.2882,0
192461,0.9502,0.2988,-0.0881,0.0114,0.1629,-0.3515,-0.7499,0
192628,0.9409,0.3277,-0.0847,0.0141,0.1520,-0.7417,-0.6492,0
192794,0.9309,0.3559,-0.0816,0.0149,0.3088,-0.5362,-0.5099,0
192961,0.9209,0.3815,-0.0788,0.0144,0.2361,-0.5201,-0.6004,0
193128,0.9112,0.4047,-0.0757,0.0127,0.1110,-0.3910,-0.6176,0
193294,0.9013,0.4269,-0.0729,0.0104,0.1765,-0.3907,-0.3393,0
193461,0.8907,0.4493,-0.0692,0.0083,0.3399,0.2641,-0.9547,0
193628,0.8801,0.4704,-0.0636,0.0066,0.3788,0.4509,-1.1923,0
193794,0.8687,0.4921,-0.0565,0.0049,0.3371,0.2415,-1.1843,0
193961,0.8573,0.5125,-0.0481,0.0031,-0.0539,0.0905,-0.6458,0
194128,0.8473,0.5295,-0.0401,0.0010,-0.1839,-0.5431,-0.2066,0
194294,0.8380,0.5447,-0.0336,-0.0025,0.1615,-1.0977,0.0816,0
194461,0.8279,0.5601,-0.0284,-0.0081,0.2239,0.1045,0.2413,0
194628,0.8184,0.5740,-0.0232,-0.0123,0.0082,0.7044,0.6126,0
194795,0.8103,0.5855,-0.0183,-0.0150,-0.1287,0.4608,0.7740,0
194961,0.8028,0.5958,-0.0143,-0.0172,-0.1906,-0.0615,0.4077,0
195128,0.7956,0.6054,-0.0110,-0.0193,-0.2907,0.0892,0.5883,0
195295,0.7904,0.6121,-0.0085,-0.0213,-0.2942,0.2527,0.8707,0
195461,0.7868,0.6167,-0.0070,-0.0225,-0.1908,0.4789,1.1572,0
195628,0.7844,0.6198,-0.0062,-0.0233,-0.0515,0.5650,0.6805,0
195795,0.7828,0.6217,-0.0052,-0.0244,-0.1330,-0.2944,0.1282,0
195961,0.7815,0.6234,-0.0048,-0.0268,-0.0727,-0.3103,0.1405,0
196128,0.7804,0.6246,-0.0051,-0.0292,-0.0247,0.1140,0.6194,0
196295,0.7801,0.6248,-0.0060,-0.0307,0.0743,0.7793,0.8833,0
196461,0.7819,0.6226,-0.0071,-0.0315,0.1913,0.9421,0.7225,0
196628,0.7846,0.6192,-0.0080,-0.0306,0.2508,0.5767,0.1436,0
196795,0.7869,0.6163,-0.0084,-0.0289,0.2178,0.0960,-0.6032,0
196961,0.7884,0.6144,-0.0081,-0.0281,0.1373,0.1596,-0.7041,0
197128,0.7904,0.6119,-0.0077,-0.0282,0.0850,-0.0385,-0.0302,0
197295,0.7942,0.6069,-0.0087,-0.0286,0.0372,0.1304,0.5525,0
197461,0.8015,0.5972,-0.0109,-0.0293,-0.0128,-0.0651,0.7552,0
197628,0.8121,0.5825,-0.0151,-0.0303,-0.1896,-0.9567,1.2154,0
197795,0.8228,0.5671,-0.0219,-0.0317,-0.2163,-1.3582,0.3372,0
197961,0.8328,0.5518,-0.0289,-0.0340,-0.0215,0.1617,0.0478,0
198128,0.8442,0.5338,-0.0347,-0.0345,0.1214,1.3186,0.0108,0
198295,0.8575,0.5117,-0.0395,-0.0342,0.0800,1.5956,0.0200,0
198461,0.8745,0.4818,-0.0440,-0.0349,0.1904,2.2912,-0.1033,0
198628,0.8947,0.4429,-0.0455,-0.0340,-0.2776,-1.6641,0.6228,0
198795,0.9106,0.4086,-0.0520,-0.0340,-0.6461,-1.6179,1.2945,0
198961,0.9240,0.3759,-0.0605,-0.0344,-0.1406,1.1880,-0.1476,0
199128,0.9369,0.3411,-0.0679,-0.0348,0.1313,2.7474,-1.3412,0
199295,0.9511,0.2985,-0.0719,-0.0345,0.3320,1.0623,-0.5721,0
199461,0.9637,0.2535,-0.0759,-0.0354,-0.1333,-2.6810,0.6993,0
199628,0.8842,0.1676,-0.1588,-0.4060,-2.0630,-1.7130,0.2664,0
199795,0.8875,0.1364,-0.1542,-0.4123,0.0418,0.0042,-0.2339,0
199961
200128
